phone_number,secondary_phone_number,ultra_poor,log_expend,num_phones,fsec_index,fin_index,psych_index,cwr_group,weight,asset_radio_cd_player,asset_tv,asset_tv_dish,asset_vcr_dvd_player,asset_refridgerator,asset_generator,asset_matress,asset_mobile_phone,asset_non_mobile_phone,asset_iron,asset_bed_frame,asset_jewelry,asset_mosquito_net,asset_mosquito_repellent_candle,asset_fan,asset_camera,hhid,asset_index,below_poverty_line
BCZIDMYN4A,,1.0,3.247581075363425,2.0,0.1606875384614466,0.9376966929304316,0.8671396406171511,2.0,1.438717821341574,5.0,1.0,1.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,5.0,2.0,HH703,1.7020777073971631,True
Z78HQ3DU4D,,0.0,5.281022961857551,3.0,0.32357621615081456,0.0934126209952829,0.04009379315614586,1.0,0.9040894667817929,3.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,5.0,1.0,2.0,6.0,1.0,4.0,2.0,HH704,0.16395716691599382,False
5IIW3UDFMA,,0.0,5.624609211760653,0.0,0.14113823603928885,-2.2183357711163834,-0.8754099247817191,4.0,0.6086494020264772,3.0,0.0,1.0,2.0,0.0,2.0,4.0,1.0,0.0,4.0,2.0,3.0,0.0,3.0,1.0,3.0,HH705,0.889956543579224,False
F0RNHVPV49,,0.0,4.927453727409553,0.0,0.13576535130009518,0.2135851273167484,0.3754469922517928,3.0,0.9219753455516514,6.0,2.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0,3.0,0.0,1.0,2.0,6.0,2.0,1.0,HH706,0.3829588370138316,True
Z9MOZE55B2,,0.0,5.623351047334071,2.0,-0.42229338903197466,0.9191421856631702,-0.11425369492128876,2.0,0.7649243592343943,3.0,2.0,3.0,3.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,HH707,1.0080633448124143,False
MAMOT7KF5Z,,0.0,6.192175386948465,1.0,-1.084738985849743,1.0439063527647656,-0.4761653777735836,4.0,0.5681288742123533,5.0,2.0,3.0,2.0,0.0,2.0,6.0,1.0,0.0,5.0,1.0,2.0,5.0,4.0,4.0,3.0,HH708,1.2713858331742502,False
ZLBDEG5GEN,,0.0,6.471532221426775,3.0,1.8023097914281432,0.9127506398287164,1.7966411335130728,1.0,0.7669163305279422,2.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,6.0,3.0,0.0,3.0,HH709,-0.1478421155413274,False
ZURD6478UG,,0.0,5.7919710444601264,3.0,-1.3667072621009142,-0.5701821974629334,-0.24971292638618026,5.0,0.7473351287857616,1.0,0.0,3.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,HH710,-0.1098076361037906,False
VQBRDCZWA4,,1.0,4.155242898870483,1.0,1.577891378428138,-0.5769571014129674,-1.3456119006425027,3.0,2.7059010149759177,1.0,3.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,4.0,4.0,2.0,HH711,-0.9417786957719259,True
WLPL6KR23I,,0.0,5.124144438546487,0.0,-0.013187640270210473,-0.388919171446964,-0.25318465418598035,3.0,0.7761128708898581,4.0,2.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,HH712,0.5989857539953547,False
NRLHOIFR24,,0.0,4.2860962892888,2.0,0.3190685368574179,0.8824122721029113,-0.01738949262733059,1.0,0.8676015587519043,2.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,HH713,-0.8818992580802246,True
WAJMWPCBQL,,0.0,4.539577208787594,3.0,0.8450273631783659,-1.0307428955628943,-0.8581447172377533,1.0,0.647802179535355,0.0,4.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,1.0,HH714,-1.774027754610019,True
C2QWGYRUZV,,0.0,4.5243183445628965,1.0,1.1641961694064449,-0.6692697321958228,-0.8182291999546033,4.0,0.9660370001885324,0.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,0.0,4.0,2.0,2.0,4.0,0.0,3.0,0.0,HH715,-0.9908659435245385,True
YWUM7T5MDC,,0.0,4.946601041655406,3.0,-0.716237248169751,0.4454301209072048,-1.2103476554283066,3.0,0.9840701469469508,1.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,1.0,0.0,HH716,-1.8857995410469515,True
RWK4TYPBJ9,,0.0,5.2218795730087635,3.0,0.39388089589411135,-0.3818296699055371,-1.8957642439810496,4.0,0.9485101722226146,1.0,5.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,HH717,-1.5004605055457816,False
RLZTQBWGXV,,0.0,7.08389331436784,1.0,-0.3219540827307837,-1.5339218473892924,-0.5462412243553886,3.0,0.8609105698529428,3.0,5.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,HH718,-0.2880471478133674,False
7UO6PQB6KU,,0.0,5.247515015409649,1.0,-1.7239831812234228,0.3329823314831051,-0.3278253852761269,2.0,0.5024922991400055,1.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,2.0,1.0,1.0,HH719,-0.6937226606955232,False
7NQWPZW8YU,,0.0,6.7827460449783805,1.0,-1.1850391115229957,1.0650533896813794,0.4181403379533366,3.0,0.7846763663876882,1.0,5.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,6.0,5.0,2.0,0.0,HH720,-1.516890704643449,False
V1ZSO8GRFV,2L9WWI1BBL,0.0,4.9865109620696435,3.0,-0.2674075652554805,-0.7414758393872752,-0.8027678413750656,4.0,0.09865078111374848,2.0,0.0,1.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,HH721,0.44181122838800435,True
3J858FQNKH,,0.0,5.767971499954324,1.0,1.1804103779667374,-0.1798739544611884,-0.12488406138387025,1.0,0.1404460841987567,0.0,2.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,0.0,3.0,HH722,-0.09710362596694468,False
RU9BV6AJX4,,0.0,4.644508296405449,0.0,-0.973241025738018,-0.31338110174273576,0.3669672024288537,2.0,0.4479187675934068,5.0,4.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,HH723,-0.0935038250977241,True
GPYOQDAW8R,,0.0,5.036212029088566,1.0,0.15303476997210702,0.033081493252605634,-0.43202866108684795,2.0,0.9805768039869968,3.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,1.0,HH724,-1.2453895445406222,True
UB6AYP34SI,,0.0,4.283356586110527,0.0,-0.5131613391695178,0.8718146211615594,-0.6431820611674195,2.0,0.15470932839787765,1.0,3.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,HH725,-0.2619066929927605,True
YBNO1EFTEV,,0.0,5.692742498326463,3.0,0.5818021623469654,0.3320226547738745,-0.3669172060236961,3.0,0.9318692822021294,2.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,2.0,HH726,-1.61018492940603,False
I1HHNGLMM8,2CZGDT8GJA,0.0,4.220866010873487,3.0,-0.17965198113771882,-0.5496357884395443,-0.4180790612124711,3.0,0.7489411767388087,5.0,4.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,HH727,0.5975658710051815,True
XF7PRM6MRF,,0.0,4.702578738645795,3.0,-0.3842805690999193,-0.6352506589184934,-1.1114394577388322,3.0,0.11574155645476157,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,5.0,3.0,0.0,3.0,HH728,0.29314536752270465,True
N4PEWATLNB,,0.0,5.2203360846408335,1.0,0.4687068384615186,0.485257815756842,1.5662414386466426,3.0,0.8009566367230895,1.0,5.0,0.0,2.0,1.0,4.0,4.0,0.0,1.0,5.0,2.0,0.0,4.0,2.0,0.0,0.0,HH729,-2.533094103337745,False
837WOZIX66,,0.0,5.434984169264561,2.0,-0.3080356951680365,-1.385665551423783,0.4966558836275458,2.0,0.6881650277568054,6.0,3.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,0.0,HH730,0.13849937421890238,False
K5EN5X40QL,,0.0,5.52490353394142,1.0,0.6460461071453151,-1.0167319172093363,-1.5271258745722394,1.0,0.7608481810352581,5.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,5.0,3.0,0.0,HH731,0.26336183133066393,False
A5QCECW941,,0.0,4.526209537853637,1.0,-1.9881218839934895,0.3205580360439836,1.680934590550496,4.0,0.4354447098672497,2.0,2.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,6.0,1.0,5.0,1.0,HH732,-0.9081538487006402,True
5HMDXYQW7V,,0.0,3.6406798752746434,3.0,-1.7341786437972972,0.42946735478180176,0.9452425637621206,2.0,0.40685124961474894,5.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,6.0,0.0,0.0,HH733,0.060862909472872796,True
IVJHWFRWZG,,0.0,2.7400243253277807,1.0,0.040568493495591496,-0.7857626430583728,0.7926274601560299,5.0,0.4170595760368133,5.0,3.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,HH734,0.9255242876641199,True
UJY6SQWKDH,,0.0,4.1065189059921305,2.0,-1.2557553373153898,-0.19066180074285066,-0.12601833449899924,2.0,0.6121067105097884,4.0,0.0,1.0,2.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,1.0,5.0,2.0,0.0,2.0,HH735,0.9815312023397139,True
M4FUOQ2K1N,,0.0,4.343284696752535,3.0,1.195975213541615,1.4213654378602665,-0.3414977053636576,5.0,0.1104098270244478,5.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,3.0,0.0,HH736,-0.4882518343396507,True
9793L5I449,,1.0,4.307009641265853,1.0,-0.2807148848872279,-1.3946044505285593,1.1150146298631889,5.0,1.2412105696117643,2.0,2.0,2.0,4.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,HH737,1.1005608618960712,True
X6CNKEUY5Z,,0.0,4.158346279147701,1.0,-1.1054584131115164,0.007800452374486998,0.7628926999524934,2.0,0.1604478565830254,1.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,1.0,HH738,-0.04353867293725372,True
7ZCUJKQKK3,,0.0,5.4606203676073655,3.0,-0.99942134176596,-1.0760177972632503,0.7186394891956803,1.0,0.20825606792892012,5.0,0.0,2.0,0.0,1.0,4.0,6.0,1.0,1.0,5.0,1.0,2.0,0.0,5.0,5.0,1.0,HH739,1.046404516847732,False
GWO8ZUI727,,0.0,4.7250978407204975,2.0,1.3731906758032002,1.2182247119125396,2.0608656051767555,2.0,0.9330551914304392,4.0,2.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,6.0,1.0,0.0,HH740,-0.09496760257244055,True
GZYSV2UY3G,9GJO3QD087,0.0,4.862846913749734,2.0,0.5248828515163029,-1.1788050761123714,-1.142708755344919,5.0,0.05619217633080642,2.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,HH741,-0.3858543937532393,True
I542LNLHWI,,0.0,4.213715627687214,3.0,1.1866964762743415,-0.3671139088514637,-0.6720955852713362,3.0,0.9201694505635042,1.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,3.0,0.0,HH742,0.37759512462871575,True
7L92OO904L,,1.0,6.631779369091444,2.0,-0.8613355953038181,-0.12234884641153465,0.42386270315438096,4.0,5.6888282969169985,6.0,2.0,1.0,4.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,HH743,1.8190059756610077,False
C7RS6GB5R1,,0.0,4.723974258801179,0.0,-0.2546068807354737,-0.6729784890682186,-0.2674430487210022,2.0,0.6531176439878345,2.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,HH744,-1.3564782926432981,True
CQ4C8447V4,,0.0,2.6488471823966844,0.0,-0.4799605494042135,-0.329117403082395,-0.1200173514490897,3.0,0.9866464092463006,2.0,5.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,3.0,0.0,2.0,3.0,1.0,HH745,-1.4483978627430043,True
18RCEFOMNR,,0.0,4.222766440036311,2.0,-1.8969695971892024,-0.03890750917537565,1.1119061095542455,5.0,0.6716734529046843,5.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,HH746,-0.6010472191450338,True
U8L8ZOP6FB,,0.0,3.671621619318157,3.0,0.20368232450277515,0.5921737059688381,0.2046580285275804,4.0,0.2693729290244615,3.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,3.0,3.0,5.0,3.0,3.0,HH747,1.3216596409788557,True
XALTZ4DJXH,N3SJZG9FPU,1.0,3.5988028006661232,2.0,0.027381737376574827,-1.6977338579874277,-0.17423342358431396,3.0,1.0915467382529835,0.0,5.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,5.0,1.0,5.0,3.0,HH748,-1.3672075094696357,True
TJY054UKPW,,0.0,5.462692876366173,3.0,-1.9169288140933725,-0.24911338378059614,-0.6899336208439378,5.0,0.8962818123809436,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,4.0,0.0,0.0,HH749,-2.0286391165195,False
UK0YVU80J2,,1.0,7.381686405996004,0.0,-0.990814385871466,-0.4006183179619385,0.4895804811163849,1.0,2.2007572734353693,0.0,5.0,1.0,4.0,1.0,4.0,3.0,0.0,1.0,2.0,2.0,0.0,5.0,3.0,2.0,1.0,HH750,-1.6968386352196134,False
FTYMB72OTA,,0.0,3.791014177287746,3.0,0.17834546183980746,-0.3961207879418721,0.5928009080839983,5.0,0.7280642717705504,1.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,6.0,3.0,1.0,HH751,-0.4939891170713723,True
ASADP6VXWF,9VCBZDS2EL,1.0,4.581132554874922,3.0,0.4995328877971544,1.5913403721759196,-0.6894159901624975,3.0,1.5329558284180391,2.0,2.0,3.0,0.0,0.0,4.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,0.0,HH752,0.8662537307842928,True
6RBIDE9VER,,1.0,4.214678581246323,3.0,-0.3635697889243586,-0.5850166321279863,-0.7927413030356943,3.0,3.6349396439677135,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,HH753,0.5133752370518138,True
JWPA18V1ZY,,0.0,2.8354485775062317,3.0,-0.04502468897809545,0.939335907022294,-1.3092083087578523,5.0,0.1486691778320156,6.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,6.0,0.0,3.0,HH754,-0.25153838628073943,True
3H7A2QHWE5,,1.0,6.144581190102392,2.0,1.6701726615983743,0.4974382433900965,0.659946183277592,2.0,2.5474017515197818,1.0,3.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,5.0,2.0,1.0,5.0,0.0,1.0,0.0,HH755,-1.6084899679803577,False
V7ZYG8AL0Z,,0.0,4.0494982037373575,2.0,-0.10132483208691748,-0.4705432753784974,1.159234347507935,2.0,0.9952307891119746,0.0,4.0,3.0,3.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,1.0,5.0,6.0,4.0,3.0,HH756,-0.3560409498125396,True
WCDKWL3S4U,,0.0,5.764123214924545,1.0,1.043542671921545,0.4906757097311532,-0.6471576853177992,4.0,0.968127366853894,6.0,0.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,6.0,1.0,5.0,1.0,HH757,0.9629689806271289,False
TGXL5C31RX,,1.0,6.3194897704393265,0.0,-0.8696965538650219,0.08371689849081702,-0.8530796874544839,5.0,1.657915349292172,1.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,HH758,-0.29752190775295767,False
MAXP7HNYTK,,1.0,4.879675325354019,0.0,-1.1632086611805732,0.39257087130659823,0.2530079619093573,2.0,1.1477384117463751,3.0,4.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,2.0,0.0,3.0,HH759,-0.8823317083806004,True
B0X3L0SM9R,,0.0,3.9456904538693682,0.0,0.18316710888098045,-0.5851888970356177,-1.2349803899996656,1.0,0.7151433274200323,4.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,5.0,5.0,2.0,HH760,0.6770098990560132,True
WUY0HYNCN5,,1.0,2.2410724757624716,3.0,0.6457328876153807,1.0661809801066529,-0.4698171869956194,1.0,2.7682926479272654,0.0,4.0,3.0,2.0,0.0,3.0,5.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,HH761,-0.5731858029469236,True
V6O9P54PHI,,0.0,5.659755417781454,0.0,0.2006639572809352,-0.4824724077886636,0.6378022365924105,4.0,0.1507906166856332,0.0,1.0,2.0,4.0,0.0,1.0,6.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,0.0,1.0,HH762,0.5377642513706684,False
JRUIC6YKY3,,1.0,7.143405511347151,2.0,1.5764163271586258,-0.2261067618123483,0.0646075559073888,2.0,2.4371543305215484,6.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,6.0,5.0,4.0,2.0,HH763,0.3106597650130236,False
CQ3XTY17E0,,1.0,4.549123061162382,2.0,1.4348359003586535,1.2158709951502435,1.2665130280374908,3.0,0.15886235006742222,6.0,1.0,0.0,4.0,1.0,3.0,6.0,1.0,0.0,5.0,0.0,1.0,5.0,5.0,4.0,3.0,HH764,0.8742204688895006,True
4TPB0S24YV,JX47992PNT,1.0,5.465107465182105,3.0,0.4867582585239882,-0.16012408415974438,-0.0035302599347868547,4.0,0.9052540572616878,4.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,HH765,0.00700620799241241,False
WIWT3J7NTF,TJZXONNKOF,0.0,4.612255983885056,0.0,0.09980353457606744,-0.0983043726776762,-0.4264021414539038,3.0,0.7806065172614509,5.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,2.0,1.0,3.0,4.0,1.0,0.0,HH766,-1.0103437690464898,True
3IQHKX64C9,,0.0,4.393264431957577,0.0,0.21222348353684065,0.5352964501891566,1.955757963856572,5.0,0.4948293085404145,3.0,3.0,1.0,4.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,6.0,4.0,3.0,HH767,1.2344069131268018,True
L0MRAWAUVG,OLNPQD00AN,0.0,6.536558888226456,3.0,-0.06860260546324838,1.6688851705711654,0.3368331151262263,1.0,0.7803020967661392,5.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,HH768,0.7892411523763894,False
MF8YCYSPI9,,0.0,5.1711568968081645,2.0,-0.226360865368722,-0.551608836349582,0.19420386646831986,3.0,0.07725569030348922,5.0,1.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,1.0,2.0,2.0,6.0,4.0,2.0,3.0,HH769,2.5188681034972715,False
GW9NM70K1B,,0.0,5.013563218577769,1.0,0.35164035030054624,0.1419655527255699,0.2976615599257704,1.0,0.0072875152584055405,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,HH770,-1.9506296200052162,True
RQFA2SRXC0,,0.0,5.128521827876013,2.0,0.7742586784085488,0.3875458093728398,-0.24479349371894565,5.0,0.764002135334996,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,2.0,4.0,2.0,HH771,-1.592320772010252,False
CCMAJFM6Z0,,0.0,5.123785102372184,3.0,-0.3687585189163738,-0.3246272878875968,-1.1720228826836514,1.0,0.4233601043228635,5.0,4.0,3.0,1.0,1.0,4.0,0.0,1.0,0.0,4.0,1.0,2.0,6.0,4.0,5.0,1.0,HH772,0.1517597352111139,False
UGGPUFLL8P,,0.0,3.38731342252302,2.0,-1.523898501114125,-0.5487880895683849,0.0022187223806488386,5.0,0.9697040890999404,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,3.0,2.0,0.0,6.0,0.0,3.0,2.0,HH773,-0.6645104124662308,True
57F16O6VR6,QGW3YBWSHU,0.0,4.8300937375637805,2.0,-1.5085882912383506,1.0352807705990283,-0.5681317862717901,3.0,0.33053308482302435,0.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,5.0,0.0,HH774,-3.052955136223117,True
Y2GA0FWS8D,,0.0,6.718791134703294,3.0,0.2777234664942917,-0.3842982820141463,-0.008315770100588635,4.0,0.3207820821386621,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,3.0,HH775,0.0075573994110143365,False
DXLGPW7CV9,,0.0,5.795276066012408,2.0,-0.3668000814167063,1.4187677437587136,-0.24234043643938344,3.0,0.8089825815706927,1.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,1.0,6.0,5.0,2.0,HH776,0.12157857500250564,False
POUFFDGU5Y,,0.0,4.437813810252923,0.0,0.12283071642685127,-1.3117232844478999,0.4079694499320869,5.0,0.1882072127115142,4.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,4.0,5.0,0.0,HH777,0.318624486927993,True
Z5VWCI2F8V,,0.0,5.19395027307776,1.0,-0.8946448595652985,0.29356322026543635,-0.402595116062041,3.0,0.5885933625777596,4.0,5.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,5.0,3.0,HH778,-0.5339765397717542,False
I0VC20LW33,,0.0,6.2603076024317525,3.0,-0.5748973093822389,0.613068435829511,-1.666867814878199,2.0,0.2789289658330575,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,6.0,1.0,3.0,HH779,0.6202013366608735,False
PWAO8EPFL0,,1.0,5.332623147238872,2.0,-0.055243789294324185,0.4549063967502219,1.1076716222559726,3.0,0.2230846621129896,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,4.0,5.0,3.0,HH780,1.1359181419469337,False
2PTGA5DBJD,,0.0,7.495994562448982,2.0,0.1306430244224475,-0.875124970384807,1.1742790032750972,5.0,0.906204272319937,5.0,2.0,3.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,5.0,1.0,HH781,1.7022585791030025,False
4IM1JCNK9B,,0.0,5.334872499219283,2.0,0.440691061934802,-1.3332930174831417,0.8371175856727291,1.0,0.3694132616450851,1.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,6.0,0.0,5.0,1.0,HH782,-1.2175242365442764,False
NEJ8AMZ94A,,0.0,5.244085131173653,3.0,2.4174592818827407,-0.8147768728804804,-1.204919592664357,5.0,0.7900639175056074,4.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,5.0,5.0,3.0,HH783,0.3890368024127068,False
37ZRB2L5ME,,0.0,3.9185254579824518,2.0,-0.9714004772790532,1.0529824614840253,0.8989720784134992,5.0,0.8224194219839635,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,2.0,0.0,HH784,-1.6921212671904202,True
M3BUYHZLY8,,0.0,3.3287894124450053,2.0,-0.5191168603019493,1.2756927098819246,0.5069872253190542,5.0,0.681451550993185,6.0,3.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,5.0,1.0,3.0,4.0,0.0,2.0,0.0,HH785,-0.033741598820499506,True
1TL09R7H0F,,1.0,6.029451504586238,1.0,-0.5188544434593386,-0.5867362392993883,1.2650052866910693,2.0,3.7586382107634413,3.0,4.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,HH786,-0.721096705044983,False
WA84SY25W4,,0.0,4.6044476997798185,0.0,1.3178100780943498,2.016956339320282,0.547983321407868,1.0,0.18362896748951207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,HH787,-0.6751635923835211,True
66PBXOPTQ1,,0.0,4.235218028448798,3.0,0.104198086400575,-0.2070715707526185,-0.6105635285330651,3.0,0.4056159616179551,0.0,2.0,2.0,0.0,0.0,3.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,5.0,1.0,HH788,-1.5705995457497834,True
1RSIBPI5N9,,0.0,5.564001509491212,2.0,1.2463739575677155,0.8094360865553074,-0.7324912479188852,5.0,0.5120424080611121,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,3.0,2.0,6.0,4.0,2.0,HH789,-1.2981680931141593,False
955D94CBGO,,1.0,4.386070692387946,3.0,-0.0790428728895228,-0.006138802670466114,-0.7606137256961775,3.0,5.335777860937295,5.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,2.0,4.0,0.0,HH790,-0.689117345580325,True
E8PJ1TJNQ3,,1.0,5.705636612591218,3.0,0.6186703349376717,-0.21746359971822504,2.352612796344022,5.0,3.1264215326336746,4.0,0.0,3.0,4.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,0.0,HH791,2.30856098251044,False
SRJQO90NPC,,0.0,5.241072326369278,3.0,1.2864513519225484,0.9481768833441512,0.3232249477194269,3.0,0.4851968954320823,6.0,5.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0,4.0,2.0,1.0,HH792,0.03397042813919475,False
6IRXOQOB7E,,1.0,4.374735452054931,0.0,-0.8152043881448839,1.2745906796446902,-0.097452652877596,1.0,2.302265916354957,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,3.0,5.0,2.0,3.0,0.0,HH793,0.4654280358832983,True
5R8NBWY029,HDDHOPCQ49,0.0,5.257595970772608,2.0,0.4917009100545345,1.1427246979166266,0.4910657496335121,5.0,0.8648142788864431,6.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,HH794,0.23047758049699393,False
